w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,d,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,d,w,w,w,w
w,w,w,r,e,e,e,e,e,e,e,e,e,l,c,e,e,e,e,e,e,l,w,w,w
w,w,w,w,e,w,w,w,w,w,w,w,e,e,l,w,d,w,d,w,e,w,w,w,w
w,w,w,w,e,w,e,e,d,e,e,e,u,c,e,e,e,e,e,l,e,w,w,w,w
w,w,w,r,s,e,e,e,e,e,e,e,e,e,e,e,e,e,e,w,e,w,w,w,w
w,w,w,w,e,w,e,e,e,e,e,e,w,u,w,e,e,e,e,w,e,w,w,w,w
w,w,w,w,e,w,e,e,e,e,e,w,w,w,w,w,e,e,e,w,e,w,w,w,w
w,w,w,w,c,w,e,e,e,e,e,w,w,e,w,w,e,e,e,w,e,w,w,w,w
w,w,w,w,d,w,e,e,e,e,e,w,e,e,e,w,e,e,e,w,e,w,w,w,w
w,w,w,w,e,e,e,e,e,l,e,e,w,w,g,e,e,l,e,w,e,w,w,w,w
w,w,w,w,e,w,e,e,w,w,w,w,w,w,w,w,e,e,e,w,e,w,w,w,w
w,w,w,w,e,w,e,e,w,w,w,w,w,w,w,w,r,e,e,e,e,l,w,w,w
w,w,w,w,e,w,u,u,w,w,w,w,w,w,w,w,w,u,u,w,e,w,w,w,w
w,w,w,w,e,w,e,e,e,w,w,w,w,w,w,w,e,e,e,w,e,w,w,w,w
w,w,w,w,e,w,e,e,e,e,w,w,w,w,w,e,e,e,e,w,e,w,w,w,w
w,w,w,w,e,w,u,u,u,u,e,e,e,e,e,u,u,u,u,w,e,w,w,w,w
w,w,w,w,e,w,w,w,w,w,u,u,u,u,u,w,w,w,w,w,e,w,w,w,w
w,w,w,r,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,e,l,w,w,w
w,w,w,w,u,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,u,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
