w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,d,w,w,w,w,w,d,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,r,e,e,e,e,e,e,e,l,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,w,w,w,w,w,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,w,e,e,c,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,c,w,r,s,e,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,w,e,g,e,l,u,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,w,e,e,e,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,r,e,e,e,e,e,e,c,l,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,u,w,w,w,u,w,u,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
