w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,d,w,w,d,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,d,e,r,s,e,e,e,l,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,r,e,e,e,e,c,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,e,e,e,d,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,r,e,e,e,c,e,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,e,e,u,e,e,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,e,e,e,g,e,l,e,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,r,e,e,e,e,c,e,e,l,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,u,w,w,w,w,w,u,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
