w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,d,w,w,w,w,w,w,w,w,w,w,w,d,w,w,w,w,w,w
w,w,w,w,w,r,e,e,e,e,e,e,e,e,e,e,e,e,e,l,w,w,w,w,w
w,w,w,w,w,w,e,w,w,w,e,e,d,w,d,e,w,w,e,w,w,w,w,w,w
w,w,w,w,w,w,e,r,e,e,e,e,e,e,e,e,e,e,e,w,w,w,w,w,w
w,w,w,w,w,w,e,w,e,w,w,w,e,r,e,e,e,g,e,w,w,w,w,w,w
w,w,w,w,w,w,e,w,e,e,e,r,e,e,c,e,e,e,e,w,w,w,w,w,w
w,w,w,w,w,w,c,w,e,e,w,w,w,w,w,d,d,w,u,w,w,w,w,w,w
w,w,w,w,w,w,e,w,e,e,w,r,s,e,e,e,e,e,d,w,w,w,w,w,w
w,w,w,w,w,w,e,w,e,e,w,w,w,w,r,e,e,e,e,w,w,w,w,w,w
w,w,w,w,w,w,e,e,e,e,w,w,w,w,w,e,e,w,e,w,w,w,w,w,w
w,w,w,w,w,w,e,e,e,e,e,e,c,e,e,e,e,l,e,w,w,w,w,w,w
w,w,w,w,w,w,e,w,e,w,w,w,w,w,w,u,w,w,e,w,w,w,w,w,w
w,w,w,w,w,w,e,w,e,e,w,w,w,w,w,w,w,w,e,w,w,w,w,w,w
w,w,w,w,w,r,e,e,e,e,e,e,e,e,e,e,e,e,e,l,w,w,w,w,w
w,w,w,w,w,w,u,w,u,w,w,w,w,w,w,w,w,w,u,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w,w
